Plant|Control #|Part #|Product Version|Die
1815|A24E002|000000007188892030|0009|YA3
1815|A24E002|000000007188892030|0010|YA3
1815|A24E002|000000007188892030|0011|YA3
1815|A24E002|000000007188892070|0001|YA3
1815|A24E002|000000007188892070|0002|YA3
1815|A24E002|000000007188892070|0003|YA3
1815|A24E002|000000007188892070|0004|YA3
1815|A24E002|000000007188892070|0005|YA3
1815|A24E002|000000007188892070|0006|YA3
1815|A24E002|000000007188892070|0008|YA3
1815|A24E002|000000007188892070|0009|YA3
1815|A24E002|000000007188892070|0010|YA3
1815|A24E002|000000007188892070|0011|YA3
1815|A17I004|000000007188902340|0001|YA2
1815|A17I004|000000007188902340|0002|YA2
1815|A17I004|000000007188902340|0003|YA2
1815|A17I004|000000007188902340|0004|YA2
1815|A17I004|000000007188902340|0005|YA2
1815|A17I004|000000007188902340|0006|YA2
1815|A17I004|000000007188902340|0007|YA2
1815|A17I004|000000007188902340|0008|YA2
1815|A17I004|000000007188902340|0009|YA2
1815|A17I004|000000007188902340|0010|YA2
1815|A17I004|000000007188902340|0011|YA2
1815|B19B011|000000007188949740|0002|M1
1815|B19B011|000000007188949740|0003|M1
1815|B19B011|000000007188949740|0004|M1
1815|B19B011|000000007188949740|0005|M1
1815|B19B011|000000007188949740|0006|M1
1815|B19B011|000000007188949740|0007|M1
1815|B19B011|000000007188949740|0010|M1
1815|B19B011|000000007188949740|0011|M1
1815|B19B011|000000007188949740|0012|M1
1815|B19B011|000000007188949740|0013|M1
1815|B19B011|000000007188949740|0014|M1
1815|B19B011|000000007188949740|0015|M1
1815|B19B011|000000007188949740|0016|M1
1815|B19B011|000000007188949740|0017|M1
1815|B19B011|000000007188949740|0018|M1
1815|B19B011|000000007188949740|0019|M1
1815|B19B011|000000007188949740|0020|M1
1815|B19B011|000000007188949740|0021|M1
1815|B19B011|000000007188949740|0022|M1
1815|B19B011|000000007188949740|0023|M1
1815|B19B011|000000007188949740|0024|M1
1815|B19B011|000000007188949740|0025|M1
1815|B19B011|000000007188949740|0026|M1
1815|B19B011|000000007188949740|0028|M1
1815|B19B011|000000007188949740|0029|M1
1815|B19B011|000000007188949740|0030|M1
1815|B18D007|000000007188951530|0001|YA1
1815|B18D007|000000007188951530|0002|YA1
1815|A14B007|000000007189016330|0001|Y2
1815|A14B007|000000007189016330|0002|Y2
1815|A14B007|000000007189016330|0003|Y2
1815|A14B007|000000007189016330|0004|Y2
1815|A14B007|000000007189016330|0005|Y2
1815|B20B007|000000007189056240|0001|M2
1815|B20B007|000000007189056240|0002|M2
1815|B20B007|000000007189056240|0003|M2
1815|B20B007|000000007189056240|0004|M2
1815|B20B007|000000007189056240|0005|M2
1815|B20B007|000000007189056240|0006|M2
1815|B20B007|000000007189056240|0007|M2
1815|B20B007|000000007189056240|0008|M2
1815|B20B007|000000007189056240|0009|M2
1815|B20B007|000000007189056240|0010|M2
1815|B20B007|000000007189056240|0011|M2
1815|B20B007|000000007189056240|0012|M2
1815|B20B007|000000007189056240|0013|M2
1815|B20B007|000000007189056240|0014|M2
1815|B20B007|000000007189056240|0015|M2
1815|B20B007|000000007189056240|0016|M2
1815|B20B007|000000007189056240|0017|M2
1815|B20B007|000000007189056240|0018|M2
1815|B20B007|000000007189056240|0019|M2
1815|B20B007|000000007189056240|0020|M2
1815|A15E001|000000007189318530|0003|YA1
1815|A15E001|000000007189318530|0004|YA1
1815|A15E001|000000007189318530|0005|YA1
1815|A15E001|000000007189318530|0008|YA1
1815|A15E001|000000007189318530|0009|YA1
1815|A15E001|000000007189318530|0010|YA1
1815|A15E001|000000007189318530|0011|YA1
1815|A15E001|000000007189318530|0012|YA1
1815|A15E001|000000007189318530|0013|YA1
1815|A15E001|000000007189318530|0014|YA1
1815|A15E001|000000007189318530|0015|YA1
1815|A15E001|000000007189318640|0001|YA1
1815|A15E001|000000007189318640|0002|YA1
1815|A15E001|000000007189318640|0003|YA1
1815|A15E001|000000007189318640|0004|YA1
1815|A15E001|000000007189318640|0005|YA1
1815|A15E001|000000007189318640|0006|YA1
1815|A15E001|000000007189318640|0007|YA1
1815|A15E001|000000007189318640|0009|YA1
1815|A15E001|000000007189318640|0010|YA1
1815|A15E001|000000007189318640|0011|YA1
1815|A15E001|000000007189318640|0015|YA1
1815|A15A004|000000007189366640|0001|Y1
1815|A15A004|000000007189366640|0002|Y1
1815|A15A004|000000007189366640|0003|Y1
1815|A15A004|000000007189366640|0004|Y1
1815|A15A004|000000007189366640|0005|Y1
1815|A15B009|000000007189396130|0001|Y1
1815|A15B009|000000007189396130|0004|Y1
1815|A16L001|000000007189399130|0001|M1
1815|A16L001|000000007189399130|0002|M1
1815|A16L001|000000007189399130|0003|M1
1815|A16L001|000000007189399130|0004|M1
1815|A16L001|000000007189399130|0005|M1
1815|A16L001|000000007189399130|0006|M1
1815|A16L001|000000007189399130|0007|M1
1815|A16L001|000000007189399130|0008|M1
1815|A16L001|000000007189399130|0009|M1
1815|A16L001|000000007189399130|0010|M1
1815|A15B014|000000007189399240|0001|Y1
1815|A15B014|000000007189399240|0002|Y1
1815|A15B014|000000007189399240|0003|Y1
1815|A15B014|000000007189399240|0004|Y1
1815|A15B014|000000007189399240|0005|Y1
1815|A15B014|000000007189399240|0006|Y1
1815|A15B014|000000007189399240|0007|Y1
1815|A15B014|000000007189399240|0008|Y1
1815|A15B014|000000007189399240|0009|Y1
1815|A15B014|000000007189399240|0010|Y1
1815|A16L001|000000007189399380|0001|M1
1815|A16L001|000000007189399380|0002|M1
1815|A16L001|000000007189399380|0003|M1
1815|A16L001|000000007189399380|0008|M1
1815|A16L001|000000007189399380|0009|M1
1815|A16L001|000000007189399380|0010|M1
1815|A16L001|000000007189399380|0011|M1
1815|A16L001|000000007189399380|0012|M1
1815|A16L001|000000007189399380|0013|M1
1815|A16L001|000000007189399380|0014|M1
1815|A15B014|000000007189399460|0001|Y1
1815|A15B014|000000007189399460|0002|Y1
1815|A15B014|000000007189399460|0003|Y1
1815|A15B014|000000007189399460|0004|Y1
1815|A15B014|000000007189399460|0005|Y1
1815|A15B014|000000007189399460|0006|Y1
1815|A15B014|000000007189399460|0007|Y1
1815|A15B014|000000007189399460|0008|Y1
1815|A15B014|000000007189399460|0009|Y1
1815|A15B014|000000007189399460|0010|Y1
1815|A18E001|000000007189399530|0001|M1
1815|A18E001|000000007189399530|0002|M1
1815|A18E001|000000007189399530|0003|M1
1815|A18E001|000000007189399530|0004|M1
1815|A18E001|000000007189399530|0005|M1
1815|A18E001|000000007189399530|0006|M1
1815|A18E001|000000007189399530|0007|M1
1815|A18E001|000000007189399530|0008|M1
1815|A18E001|000000007189399530|0017|M1
1815|A18E001|000000007189399530|0018|M1
1815|A18E001|000000007189399530|0019|M1
1815|A18E001|000000007189399530|0020|M1
1815|A18E001|000000007189399530|0021|M1
1815|A18E001|000000007189399530|0022|M1
1815|A18E001|000000007189399530|0023|M1
1815|A18E001|000000007189399530|0025|M1
1815|A15B016|000000007189399690|0001|Y1
1815|A15B016|000000007189399690|0002|Y1
1815|A15B016|000000007189399690|0003|Y1
1815|A15B016|000000007189399690|0004|Y1
1815|A15B016|000000007189399690|0005|Y1
1815|A15B016|000000007189399690|0006|Y1
1815|A15B016|000000007189399690|0007|Y1
1815|A15B016|000000007189399690|0008|Y1
1815|A15B016|000000007189399690|0009|Y1
1815|A15B016|000000007189399690|0010|Y1
1815|A15B016|000000007189399690|0011|Y1
1815|A15B016|000000007189399690|0012|Y1
1815|A15B016|000000007189399690|0013|Y1
1815|A15B016|000000007189399690|0014|Y1
1815|A15B016|000000007189399690|0015|Y1
1815|A15B016|000000007189399690|0016|Y1
1815|A15B016|000000007189399740|0001|Y1
1815|A15B016|000000007189399740|0002|Y1
1815|A15B016|000000007189399740|0003|Y1
1815|A15B016|000000007189399740|0004|Y1
1815|A15B016|000000007189399740|0005|Y1
1815|A15B016|000000007189399740|0006|Y1
1815|A15B016|000000007189399740|0007|Y1
1815|A15B016|000000007189399740|0008|Y1
1815|A15B016|000000007189399740|0009|Y1
1815|A15B016|000000007189399740|0010|Y1
1815|A15B016|000000007189399740|0011|Y1
1815|A15B016|000000007189399740|0012|Y1
1815|A15B016|000000007189399740|0013|Y1
1815|A15B016|000000007189399740|0014|Y1
1815|A15B016|000000007189399740|0015|Y1
1815|A15B016|000000007189399860|0001|Y1
1815|A15B016|000000007189399860|0002|Y1
1815|A15B016|000000007189399860|0003|Y1
1815|A15B016|000000007189399860|0004|Y1
1815|A15B016|000000007189399860|0005|Y1
1815|A15B016|000000007189399860|0006|Y1
1815|A15B016|000000007189399860|0007|Y1
1815|A15B016|000000007189399860|0008|Y1
1815|A15B016|000000007189399860|0009|Y1
1815|A15B016|000000007189399860|0010|Y1
1815|A15B016|000000007189399860|0011|Y1
1815|A15B016|000000007189399860|0012|Y1
1815|A15B016|000000007189399860|0013|Y1
1815|A15B016|000000007189399860|0014|Y1
1815|A15B016|000000007189399860|0015|Y1
1815|A15B016|000000007189399860|0016|Y1
1815|B14J002|000000007189420330|0001|Y3
1815|B14J002|000000007189420330|0002|Y3
1815|B14J002|000000007189420330|0003|Y3
1815|B14J002|000000007189420330|0004|Y3
1815|B14J002|000000007189420330|0005|Y3
1815|B14J002|000000007189420330|0008|Y3
1815|B14J002|000000007189420330|0009|Y3
1815|B14J002|000000007189420330|0010|Y3
1815|B14J002|000000007189420330|0011|Y3
1815|B14J002|000000007189420330|0013|Y3
1815|B14J002|000000007189420330|0014|Y3
1815|B14J002|000000007189420330|0015|Y3
1815|B23J001|000000007189459930|0006|YA1
1815|B23J001|000000007189459930|0007|YA1
1815|B23J001|000000007189459930|0008|YA1
1815|B23J001|000000007189459930|0009|YA1
1815|A15D002|000000007189460030|0001|Y1
1815|A15D002|000000007189460030|0005|Y1
1815|A15D002|000000007189460030|0007|Y1
1815|A15D002|000000007189460030|0008|Y1
1815|A15D002|000000007189460030|0009|Y1
1815|A15D002|000000007189460030|0010|Y1
1815|A15D002|000000007189460030|0013|Y1
1815|A15D002|000000007189460030|0014|Y1
1815|A15D002|000000007189460030|0015|Y1
1815|A15D002|000000007189460030|0016|Y1
1815|B16E001|000000007189552040|0005|Y1
1815|B16E001|000000007189552040|0007|Y1
1815|B16E001|000000007189552040|0008|Y1
1815|B16E001|000000007189552040|0010|Y1
1815|B16E001|000000007189552040|0011|Y1
1815|B16E001|000000007189552040|0012|Y1
1815|B16E001|000000007189552040|0013|Y1
1815|B16E001|000000007189552040|0014|Y1
1815|B16E001|000000007189552040|0015|Y1
1815|B16E001|000000007189552040|0016|Y1
1815|B16G002|000000007189656830|0006|Y1
1815|B16G002|000000007189656830|0007|Y1
1815|B16G002|000000007189656830|0008|Y1
1815|B16G002|000000007189656830|0009|Y1
1815|A17A002|000000007189687540|0001|Y1
1815|A17A002|000000007189687540|0002|Y1
1815|A17A002|000000007189687540|0003|Y1
1815|A17A002|000000007189687540|0004|Y1
1815|A17A002|000000007189687540|0005|Y1
1815|A16L003|000000007189694330|0001|Y1
1815|A16L003|000000007189694330|0002|Y1
1815|A16L003|000000007189694330|0003|Y1
1815|A16L003|000000007189694330|0004|Y1
1815|A16L003|000000007189694330|0005|Y1
1815|A16L003|000000007189694330|0006|Y1
1815|A16L003|000000007189694330|0007|Y1
1815|A16L003|000000007189694330|0008|Y1
1815|A16L003|000000007189694440|0001|Y1
1815|A16L003|000000007189694440|0002|Y1
1815|A16L003|000000007189694440|0003|Y1
1815|A16L003|000000007189694440|0004|Y1
1815|A16L003|000000007189694440|0005|Y1
1815|A16L003|000000007189694440|0006|Y1
1815|A16L003|000000007189694440|0007|Y1
1815|A16L003|000000007189694440|0008|Y1
1815|B18L005|000000007189719330|0001|Y1
1815|B18L005|000000007189719330|0004|Y1
1815|B18D001|000000007189722440|0001|Y1
1815|B18D001|000000007189722440|0002|Y1
1815|B18D001|000000007189722440|0003|Y1
1815|B18D001|000000007189722440|0004|Y1
1815|A18G002|000000007189723840|0001|Y1
1815|A18G002|000000007189723840|0002|Y1
1815|A18G002|000000007189723840|0003|Y1
1815|A18G002|000000007189723840|0004|Y1
1815|A18G002|000000007189723840|0005|Y1
1815|A18G002|000000007189723840|0006|Y1
1815|A18G002|000000007189723840|0007|Y1
1815|A18G002|000000007189723840|0008|Y1
1815|A17A005|000000007189729210|0001|Y1
1815|A17A005|000000007189729210|0002|Y1
1815|A17A005|000000007189729210|0005|Y1
1815|A17A005|000000007189729330|0001|Y1
1815|A17A005|000000007189729330|0002|Y1
1815|A17A005|000000007189729330|0003|Y1
1815|A17A005|000000007189729330|0007|Y1
1815|A17A005|000000007189729330|0008|Y1
1815|A19A004|000000007189729440|0001|M1
1815|A19A004|000000007189729440|0002|M1
1815|A19A004|000000007189729440|0003|M1
1815|A19A004|000000007189729440|0007|M1
1815|A19A004|000000007189729440|0008|M1
1815|B17C002|000000007189740230|0001|Y1
1815|B17C002|000000007189740230|0002|Y1
1815|B17C002|000000007189740230|0003|Y1
1815|B17C002|000000007189740230|0004|Y1
1815|A17J004|000000007189740630|0001|Y1
1815|A17J004|000000007189740630|0002|Y1
1815|A17J004|000000007189740630|0003|Y1
1815|A17J004|000000007189740630|0004|Y1
1815|A17J004|000000007189740630|0005|Y1
1815|B17G004|000000007189745940|0001|Y1
1815|B17G004|000000007189745940|0002|Y1
1815|B17G004|000000007189745940|0003|Y1
1815|B17G004|000000007189745940|0004|Y1
1815|A17D002|000000007189763030|0001|Y1
1815|A17D002|000000007189763030|0002|Y1
1815|A17D002|000000007189763030|0003|Y1
1815|A17D002|000000007189763030|0004|Y1
1815|A17D002|000000007189763040|0001|Y1
1815|A17D002|000000007189763040|0002|Y1
1815|A17D002|000000007189763040|0003|Y1
1815|A17D002|000000007189763040|0004|Y1
1815|A17D002|000000007189763040|0005|Y1
1815|A17D002|000000007189763190|0001|Y1
1815|A17D002|000000007189763190|0002|Y1
1815|A17D002|000000007189763190|0003|Y1
1815|A17D002|000000007189763190|0004|Y1
1815|A17D002|000000007189763190|0005|Y1
1815|A17D002|000000007189763190|0006|Y1
1815|A17C001|000000007189778230|0001|Y1
1815|A17C001|000000007189778230|0003|Y1
1815|A17C001|000000007189778230|0004|Y1
1815|A17C001|000000007189778240|0001|Y1
1815|A17C001|000000007189778240|0003|Y1
1815|A17C001|000000007189778240|0004|Y1
1815|B18D005|000000007189792830|0001|YA1
1815|B18D005|000000007189792830|0002|YA1
1815|B18D005|000000007189792830|0003|YA1
1815|B18D005|000000007189792830|0005|YA1
1815|B18D005|000000007189792830|0006|YA1
1815|B18I008|000000007189820130|0001|Y3
1815|B18I008|000000007189820130|0005|Y3
1815|B18I008|000000007189820130|0010|Y3
1815|B18I008|000000007189820130|0011|Y3
1815|B18I008|000000007189820130|0012|Y3
1815|B18I008|000000007189820130|0013|Y3
1815|B18I008|000000007189820130|0014|Y3
1815|B18I008|000000007189820130|0015|Y3
1815|B18I008|000000007189820130|0016|Y3
1815|B18I008|000000007189820130|0017|Y3
1815|B18I008|000000007189820130|0018|Y3
1815|B18I008|000000007189820130|0019|Y3
1815|B18I008|000000007189820130|0020|Y3
1815|A17J001|000000007189873230|0001|Y1
1815|A17J001|000000007189873230|0002|Y1
1815|A17J001|000000007189873230|0003|Y1
1815|A17J001|000000007189873230|0004|Y1
1815|A17J001|000000007189873230|0005|Y1
1815|A17J001|000000007189873230|0006|Y1
1815|B18H009|000000007189895930|0001|YA2
1815|B18H009|000000007189895930|0002|YA2
1815|B18H009|000000007189895930|0003|YA2
1815|B18H009|000000007189895930|0004|YA2
1815|B18H009|000000007189895930|0005|YA2
1815|B18C001|000000007189915240|0001|Y1
1815|B18C001|000000007189915240|0003|Y1
1815|B18C001|000000007189915240|0004|Y1
1815|B18C001|000000007189915240|0005|Y1
1815|B18C001|000000007189915240|0006|Y1
1815|B18C001|000000007189915240|0007|Y1
1815|B18C001|000000007189915240|0008|Y1
1815|B18C001|000000007189915240|0009|Y1
1815|B18C001|000000007189915240|0010|Y1
1815|B18C001|000000007189915240|0011|Y1
1815|B18A001|000000007189915340|0001|Y1
1815|B18A001|000000007189915340|0002|Y1
1815|B18A001|000000007189915340|0003|Y1
1815|B18A001|000000007189915340|0004|Y1
1815|B18A001|000000007189915340|0005|Y1
1815|B18A001|000000007189915340|0006|Y1
1815|B18A001|000000007189915340|0007|Y1
1815|B18A001|000000007189915340|0008|Y1
1815|B18A002|000000007189915440|0001|Y1
1815|B18A002|000000007189915440|0002|Y1
1815|B18A002|000000007189915440|0003|Y1
1815|B18A002|000000007189915440|0004|Y1
1815|B18A002|000000007189915440|0005|Y1
1815|B18A002|000000007189915440|0006|Y1
1815|B18A002|000000007189915440|0007|Y1
1815|B18A002|000000007189915440|0008|Y1
1815|B17L006|000000007189915540|0001|Y1
1815|B17L006|000000007189915540|0002|Y1
1815|B17L006|000000007189915540|0003|Y1
1815|B17L006|000000007189915540|0004|Y1
1815|B17L006|000000007189915540|0005|Y1
1815|B17L006|000000007189915540|0006|Y1
1815|B17L006|000000007189915540|0007|Y1
1815|B17L006|000000007189915540|0008|Y1
1815|B18I008|000000007189949640|0001|Y3
1815|B18I008|000000007189949640|0002|Y3
1815|B18I008|000000007189949640|0003|Y3
1815|B18I008|000000007189949640|0004|Y3
1815|B18I008|000000007189949640|0005|Y3
1815|B18I008|000000007189949640|0006|Y3
1815|B18I008|000000007189949640|0007|Y3
1815|B18I008|000000007189949640|0008|Y3
1815|B18I008|000000007189949640|0009|Y3
1815|B18I008|000000007189949640|0010|Y3
1815|B18I008|000000007189949640|0011|Y3
1815|B18I008|000000007189949640|0012|Y3
1815|B18I008|000000007189949640|0013|Y3
1815|B18I008|000000007189949640|0014|Y3
1815|B18I008|000000007189949640|0015|Y3
1815|B18I008|000000007189949640|0016|Y3
1815|B18I008|000000007189949640|0017|Y3
1815|B18I008|000000007189949640|0018|Y3
1815|B18I008|000000007189949640|0019|Y3
1815|B18I008|000000007189949640|0020|Y3
1815|B18I008|000000007189949640|0021|Y3
1815|B18I008|000000007189949640|0022|Y3
1815|B18I008|000000007189949640|0023|Y3
1815|B18I008|000000007189949640|0024|Y3
1815|B18I008|000000007189949640|0025|Y3
1815|B18I008|000000007189949640|0026|Y3
1815|B18I008|000000007189949640|0027|Y3
1815|B18I008|000000007189949640|0028|Y3
1815|B18I008|000000007189949640|0029|Y3
1815|B18I008|000000007189949640|0030|Y3
1815|B18L005|000000007189955030|0001|Y1
1815|B18L005|000000007189955030|0004|Y1
1815|B18D006|000000007189973840|0001|Y1
1815|B18D006|000000007189973840|0002|Y1
1815|B18D006|000000007189973840|0003|Y1
1815|B18D006|000000007189973840|0004|Y1
1815|B18L005|000000007189976230|0001|Y1
1815|B18L005|000000007189976230|0004|Y1
1815|B18L002|000000007189987030|0001|Y1
1815|B18L002|000000007189987030|0002|Y1
1815|B18L002|000000007189987030|0003|Y1
1815|B18L002|000000007189987030|0004|Y1
1815|B18L002|000000007189987030|0005|Y1
1815|B18L002|000000007189987030|0006|Y1
1815|B18L002|000000007189987030|0007|Y1
1815|B24C005|000000007197033860|0001|YA1
1815|B24C005|000000007197033860|0002|YA1
1815|B24C005|000000007197033860|0003|YA1
1815|B241007|000000007197047040|0001|YA1
1815|B241007|000000007197047040|0002|YA1
1815|B241007|000000007197047040|0003|YA1
1815|B241007|000000007197047040|0004|YA1
1815|B241007|000000007197047040|0005|YA1
1815|B241007|000000007197047130|0001|YA1
1815|B241007|000000007197047130|0002|YA1
1815|B241007|000000007197047130|0003|YA1
1815|B241007|000000007197047130|0004|YA1
1815|B241007|000000007197047130|0005|YA1
1815|B241007|000000007197050130|0001|YA1
1815|B241007|000000007197050130|0002|YA1
1815|B241007|000000007197050130|0003|YA1
1815|B241007|000000007197050130|0004|YA1
1815|B241007|000000007197050130|0005|YA1
1815|B241007|000000007197050440|0001|YA1
1815|B241007|000000007197050440|0002|YA1
1815|B241007|000000007197050440|0003|YA1
1815|B241007|000000007197050440|0004|YA1
1815|B241007|000000007197050440|0005|YA1
1815|B21L002|000000007197101330|0001|YA2
1815|A24H001|000000007197101730|0001|YA3
1815|A24H001|000000007197101730|0002|YA3
1815|A24H001|000000007197101730|0003|YA3
1815|A24H001|000000007197101730|0004|YA3
1815|A24H001|000000007197101730|0005|YA3
1815|A24H001|000000007197101730|0006|YA3
1815|A24H001|000000007197101730|0007|YA3
1815|A24H001|000000007197101730|0008|YA3
1815|A24H001|000000007197101730|0009|YA3
1815|A24H001|000000007197101730|0010|YA3
1815|B21L002|000000007197101940|0001|YA2
1815|B19F004|000000007197138430|0001|YA1
1815|B19F004|000000007197138430|0003|YA1
1815|A17B001|000000007197270710|0001|Y1
1815|A17B001|000000007197270710|0002|Y1
1815|A17B001|000000007197270710|0003|Y1
1815|A17B001|000000007197270710|0004|Y1
1815|A17B001|000000007197270710|0005|Y1
1815|A17B001|000000007197270710|0006|Y1
1815|B25B001|000000007197280530|0001|YA2
1815|B25B001|000000007197280530|0002|YA2
1815|B25B001|000000007197280530|0003|YA2
1815|B25B001|000000007197280530|0004|YA2
1815|B25B001|000000007197280630|0001|YA2
1815|B25B001|000000007197280630|0002|YA2
1815|B25B001|000000007197280630|0003|YA2
1815|B25B001|000000007197280630|0004|YA2
1815|B20G002|000000007197307130|0001|YA1
1815|B20G002|000000007197307170|0001|YA1
1815|B21L002|000000007197312010|0001|YA2
1815|B17L003|000000007197337440|0001|MA1
1815|B17L003|000000007197337440|0003|MA1
1815|B17L003|000000007197337440|0004|MA1
1815|B17L003|000000007197337440|0005|MA1
1815|B20F003|000000007197366130|0001|YA1
1815|B20F003|000000007197366130|0002|YA1
1815|B20F003|000000007197366130|0003|YA1
1815|B20B005|000000007197411930|0001|YA1
1815|B20B005|000000007197411930|0002|YA1
1815|B20B005|000000007197411930|0003|YA1
1815|B20B005|000000007197411930|0004|YA1
1815|B20B005|000000007197411930|0005|YA1
1815|B21C002|000000007197434040|0001|YA1
1815|B18D007|000000007197434630|0001|YA1
1815|B18D007|000000007197434630|0002|YA1
1815|B21C002|000000007197465110|0001|YA1
1815|A21E002|000000007197481530|0001|YA1
1815|A21E002|000000007197481530|0002|YA1
1815|A21E002|000000007197481530|0003|YA1
1815|A21E002|000000007197481530|0004|YA1
1815|A21E002|000000007197481530|0005|YA1
1815|A21E002|000000007197481530|0006|YA1
1815|A21E002|000000007197481530|0007|YA1
1815|B21H001|000000007197484540|0001|YA1
1815|B18D007|000000007197488730|0001|YA1
1815|B18D007|000000007197488730|0002|YA1
1815|B18D007|000000007197488730|0003|YA1
1815|B18D007|000000007197488730|0004|YA1
1815|B18D007|000000007197488730|0005|YA1
1815|B21J004|000000007197635330|0001|YA1
1815|B21J004|000000007197635330|0002|YA1
1815|B21J004|000000007197635330|0003|YA1
1815|B21J004|000000007197635330|0004|YA1
1815|B18D007|000000007197752030|0001|YA1
1815|B18D007|000000007197752030|0002|YA1
1815|B18D007|000000007197752030|0003|YA1
1815|B18D007|000000007197752030|0004|YA1
1815|B18D007|000000007197752030|0005|YA1
1815|B22K001|000000007197798230|0001|YA1
1815|B22K001|000000007197798230|0002|YA1
1815|B22K001|000000007197798230|0003|YA1
1815|B22K001|000000007197798230|0004|YA1
1815|A23A002|000000007197798330|0001|YA1
1815|A23A002|000000007197798330|0002|YA1
1815|A23A002|000000007197798330|0003|YA1
1815|A23A002|000000007197798330|0004|YA1
1815|A23A002|000000007197798330|0005|YA1
1815|A23A002|000000007197798330|0006|YA1
1815|A23A002|000000007197798740|0001|YA1
1815|A23A002|000000007197798740|0002|YA1
1815|A23A002|000000007197798740|0003|YA1
1815|A23A002|000000007197798740|0004|YA1
1815|A23A002|000000007197798740|0005|YA1
1815|A23A002|000000007197798740|0006|YA1
1815|A23A002|000000007197799030|0001|YA1
1815|A23A002|000000007197799030|0002|YA1
1815|A23A002|000000007197799030|0003|YA1
1815|A23A002|000000007197799030|0004|YA1
1815|A23A002|000000007197799030|0005|YA1
1815|A23A002|000000007197799030|0006|YA1
1815|A23A002|000000007197799240|0001|YA1
1815|A23A002|000000007197799240|0002|YA1
1815|A23A002|000000007197799240|0003|YA1
1815|A23A002|000000007197799240|0004|YA1
1815|A23A002|000000007197799240|0005|YA1
1815|A23A002|000000007197799240|0006|YA1
1815|A22G001|000000007197799430|0001|YA1
1815|A22G001|000000007197799430|0008|YA1
1815|A22G001|000000007197799430|0009|YA1
1815|A22G001|000000007197799430|0010|YA1
1815|B22J004|000000007197800430|0001|YA1
1815|B22J004|000000007197800430|0002|YA1
1815|B22J004|000000007197800430|0003|YA1
1815|B22J004|000000007197800430|0004|YA1
1815|B22J004|000000007197800430|0005|YA1
1815|B22J004|000000007197800530|0001|YA1
1815|B22J004|000000007197800530|0002|YA1
1815|B22J004|000000007197800530|0003|YA1
1815|B22J004|000000007197800530|0004|YA1
1815|B22J004|000000007197800530|0005|YA1
1815|B22J004|000000007197800530|0006|YA1
1815|B22J004|000000007197800640|0001|YA1
1815|B22J004|000000007197800640|0002|YA1
1815|B22J004|000000007197800640|0003|YA1
1815|B22J005|000000007197800740|0002|YA2
1815|B22J005|000000007197800740|0003|YA2
1815|B22J005|000000007197800740|0004|YA2
1815|B22J005|000000007197800740|0005|YA2
1815|B22J005|000000007197800740|0012|YA2
1815|B22J005|000000007197800740|0013|YA2
1815|B22J005|000000007197800740|0014|YA2
1815|B22J005|000000007197800740|0015|YA2
1815|B18D007|000000007197983430|0001|YA1
1815|B18D007|000000007197983430|0002|YA1
1815|A14B003|000000007198004310|0001|Y2
1815|A14B003|000000007198004310|0002|Y2
1815|A14B003|000000007198004310|0003|Y2
1815|A14B003|000000007198004310|0004|Y2
1815|A14B003|000000007198004310|0005|Y2
1815|A14B003|000000007198004310|0006|Y2
1815|A14B003|000000007198004310|0007|Y2
1815|B24C006|000000007198034160|0001|YA1
1815|B24C006|000000007198034160|0002|YA1
1815|B24J0C1|000000007198067540|0001|YA1
1815|B24J0C1|000000007198067540|0002|YA1
1815|B24J0C1|000000007198067540|0003|YA1
1815|B24J0C1|000000007198067540|0004|YA1
1815|B18D005|000000007198102840|0001|YA1
1815|B18D005|000000007198102840|0002|YA1
1815|B18D005|000000007198102840|0003|YA1
1815|B18D005|000000007198102840|0005|YA1
1815|B18D005|000000007198102840|0006|YA1
1815|B19F003|000000007198138230|0001|YA1
1815|B19G001|000000007198241830|0001|YA1
1815|B19G001|000000007198241830|0002|YA1
1815|B19G001|000000007198241830|0003|YA1
1815|B19G001|000000007198241830|0004|YA1
1815|B19G001|000000007198241830|0005|YA1
1815|A20L002|000000007198297130|0001|YA1
1815|A20L002|000000007198297130|0002|YA1
1815|A20L002|000000007198297130|0003|YA1
1815|A20L002|000000007198297130|0004|YA1
1815|A20L002|000000007198297130|0005|YA1
1815|A20L002|000000007198297130|0006|YA1
1815|A20L002|000000007198297130|0007|YA1
1815|A20L002|000000007198297130|0008|YA1
1815|B20A001|000000007198306030|0001|YA1
1815|B20A001|000000007198306030|0002|YA1
1815|B20A001|000000007198306030|0003|YA1
1815|B20A001|000000007198306030|0004|YA1
1815|B20A001|000000007198306030|0005|YA1
1815|B20A001|000000007198306030|0006|YA1
1815|B20A001|000000007198306030|0007|YA1
1815|B20A001|000000007198306070|0001|YA1
1815|B20A001|000000007198306070|0002|YA1
1815|B20A001|000000007198306070|0003|YA1
1815|B20A001|000000007198306070|0004|YA1
1815|B20A001|000000007198306070|0005|YA1
1815|B20A001|000000007198306070|0006|YA1
1815|B20A001|000000007198306070|0007|YA1
1815|A19D003|000000007198311410|0001|YA1
1815|A19D003|000000007198311410|0002|YA1
1815|A19D003|000000007198311410|0003|YA1
1815|A19D003|000000007198311410|0004|YA1
1815|A19D003|000000007198311410|0005|YA1
1815|A19D003|000000007198311410|0006|YA1
